X_index,Y_index,X_um,Y_um
50,90,10.0,18.0
50,91,10.0,18.2
49,91,9.8,18.2
48,91,9.6,18.2
47,91,9.4,18.2
46,91,9.2,18.2
45,91,9.0,18.2
45,92,9.0,18.4
44,92,8.8,18.4
43,92,8.6,18.4
42,92,8.4,18.4
41,92,8.2,18.4
40,92,8.0,18.4
40,93,8.0,18.6
39,93,7.8,18.6
38,93,7.6,18.6
37,93,7.4,18.6
36,93,7.2,18.6
35,93,7.0,18.6
34,93,6.8,18.6
34,94,6.8,18.8
33,94,6.6,18.8
32,94,6.4,18.8
31,94,6.2,18.8
30,94,6.0,18.8
29,94,5.8,18.8
29,95,5.8,19.0
28,95,5.6,19.0
27,95,5.4,19.0
26,95,5.2,19.0
25,95,5.0,19.0
24,95,4.8,19.0
23,95,4.6,19.0
22,95,4.4,19.0
21,95,4.2,19.0
20,95,4.0,19.0
19,95,3.8,19.0
18,95,3.6,19.0
17,95,3.4,19.0
16,95,3.2,19.0
15,95,3.0,19.0
14,95,2.8,19.0
13,95,2.6,19.0
12,95,2.4,19.0
11,95,2.2,19.0
12,96,2.4,19.2
13,96,2.6,19.2
14,96,2.8,19.2
15,96,3.0,19.2
16,96,3.2,19.2
17,96,3.4,19.2
18,96,3.6,19.2
19,96,3.8,19.2
20,96,4.0,19.2
21,96,4.2,19.2
22,96,4.4,19.2
23,96,4.6,19.2
24,96,4.8,19.2
25,96,5.0,19.2
26,96,5.2,19.2
27,96,5.4,19.2
28,96,5.6,19.2
29,96,5.8,19.2
30,96,6.0,19.2
30,95,6.0,19.0
31,95,6.2,19.0
32,95,6.4,19.0
33,95,6.6,19.0
34,95,6.8,19.0
35,95,7.0,19.0
35,94,7.0,18.8
36,94,7.2,18.8
37,94,7.4,18.8
38,94,7.6,18.8
39,94,7.8,18.8
40,94,8.0,18.8
41,94,8.2,18.8
41,93,8.2,18.6
42,93,8.4,18.6
43,93,8.6,18.6
44,93,8.8,18.6
45,93,9.0,18.6
46,93,9.2,18.6
46,92,9.2,18.4
47,92,9.4,18.4
48,92,9.6,18.4
49,92,9.8,18.4
50,92,10.0,18.4
51,92,10.2,18.4
51,91,10.2,18.2
52,91,10.4,18.2
53,91,10.6,18.2
54,91,10.8,18.2
55,91,11.0,18.2
56,91,11.2,18.2
56,90,11.2,18.0
57,90,11.4,18.0
58,90,11.6,18.0
59,90,11.8,18.0
60,90,12.0,18.0
61,90,12.2,18.0
61,89,12.2,17.8
62,89,12.4,17.8
63,89,12.6,17.8
64,89,12.8,17.8
65,89,13.0,17.8
66,89,13.2,17.8
66,88,13.2,17.6
67,88,13.4,17.6
68,88,13.6,17.6
69,88,13.8,17.6
70,88,14.0,17.6
71,88,14.2,17.6
71,87,14.2,17.4
72,87,14.4,17.4
73,87,14.6,17.4
74,87,14.8,17.4
75,87,15.0,17.4
76,87,15.2,17.4
76,86,15.2,17.2
77,86,15.4,17.2
78,86,15.6,17.2
79,86,15.8,17.2
80,86,16.0,17.2
81,86,16.2,17.2
81,85,16.2,17.0
82,85,16.4,17.0
83,85,16.6,17.0
84,85,16.8,17.0
85,85,17.0,17.0
86,85,17.2,17.0
86,84,17.2,16.8
87,84,17.4,16.8
88,84,17.6,16.8
89,84,17.8,16.8
90,84,18.0,16.8
91,84,18.2,16.8
91,83,18.2,16.6
92,83,18.4,16.6
93,83,18.6,16.6
94,83,18.8,16.6
95,83,19.0,16.6
96,83,19.2,16.6
96,82,19.2,16.4
97,82,19.4,16.4
98,82,19.6,16.4
99,82,19.8,16.4
100,82,20.0,16.4
101,82,20.2,16.4
101,81,20.2,16.2
102,81,20.4,16.2
103,81,20.6,16.2
104,81,20.8,16.2
105,81,21.0,16.2
106,81,21.2,16.2
106,80,21.2,16.0
107,80,21.4,16.0
108,80,21.6,16.0
109,80,21.8,16.0
110,80,22.0,16.0
111,80,22.2,16.0
111,79,22.2,15.8
112,79,22.4,15.8
113,79,22.6,15.8
114,79,22.8,15.8
115,79,23.0,15.8
116,79,23.2,15.8
116,78,23.2,15.6
117,78,23.4,15.6
118,78,23.6,15.6
119,78,23.8,15.6
120,78,24.0,15.6
121,78,24.2,15.6
121,77,24.2,15.4
122,77,24.4,15.4
123,77,24.6,15.4
124,77,24.8,15.4
125,77,25.0,15.4
126,77,25.2,15.4
126,76,25.2,15.2
127,76,25.4,15.2
128,76,25.6,15.2
129,76,25.8,15.2
130,76,26.0,15.2
131,76,26.2,15.2
131,75,26.2,15.0
132,75,26.4,15.0
133,75,26.6,15.0
134,75,26.8,15.0
135,75,27.0,15.0
136,75,27.2,15.0
136,74,27.2,14.8
137,74,27.4,14.8
138,74,27.6,14.8
138,75,27.6,15.0
137,75,27.4,15.0
137,76,27.4,15.2
136,76,27.2,15.2
135,76,27.0,15.2
134,76,26.8,15.2
133,76,26.6,15.2
132,76,26.4,15.2
132,77,26.4,15.4
131,77,26.2,15.4
130,77,26.0,15.4
129,77,25.8,15.4
128,77,25.6,15.4
127,77,25.4,15.4
127,78,25.4,15.6
126,78,25.2,15.6
125,78,25.0,15.6
124,78,24.8,15.6
123,78,24.6,15.6
122,78,24.4,15.6
122,79,24.4,15.8
121,79,24.2,15.8
120,79,24.0,15.8
119,79,23.8,15.8
118,79,23.6,15.8
117,79,23.4,15.8
117,80,23.4,16.0
116,80,23.2,16.0
115,80,23.0,16.0
114,80,22.8,16.0
113,80,22.6,16.0
112,80,22.4,16.0
112,81,22.4,16.2
111,81,22.2,16.2
110,81,22.0,16.2
109,81,21.8,16.2
108,81,21.6,16.2
107,81,21.4,16.2
107,82,21.4,16.4
106,82,21.2,16.4
105,82,21.0,16.4
104,82,20.8,16.4
103,82,20.6,16.4
102,82,20.4,16.4
102,83,20.4,16.6
101,83,20.2,16.6
100,83,20.0,16.6
99,83,19.8,16.6
98,83,19.6,16.6
97,83,19.4,16.6
97,84,19.4,16.8
96,84,19.2,16.8
95,84,19.0,16.8
94,84,18.8,16.8
93,84,18.6,16.8
92,84,18.4,16.8
92,85,18.4,17.0
91,85,18.2,17.0
90,85,18.0,17.0
89,85,17.8,17.0
88,85,17.6,17.0
87,85,17.4,17.0
87,86,17.4,17.2
86,86,17.2,17.2
85,86,17.0,17.2
84,86,16.8,17.2
83,86,16.6,17.2
82,86,16.4,17.2
82,87,16.4,17.4
81,87,16.2,17.4
80,87,16.0,17.4
79,87,15.8,17.4
78,87,15.6,17.4
77,87,15.4,17.4
77,88,15.4,17.6
76,88,15.2,17.6
75,88,15.0,17.6
74,88,14.8,17.6
73,88,14.6,17.6
72,88,14.4,17.6
72,89,14.4,17.8
71,89,14.2,17.8
70,89,14.0,17.8
69,89,13.8,17.8
68,89,13.6,17.8
67,89,13.4,17.8
67,90,13.4,18.0
66,90,13.2,18.0
65,90,13.0,18.0
64,90,12.8,18.0
63,90,12.6,18.0
62,90,12.4,18.0
62,91,12.4,18.2
61,91,12.2,18.2
60,91,12.0,18.2
59,91,11.8,18.2
58,91,11.6,18.2
57,91,11.4,18.2
57,92,11.4,18.4
56,92,11.2,18.4
55,92,11.0,18.4
54,92,10.8,18.4
53,92,10.6,18.4
52,92,10.4,18.4
52,93,10.4,18.6
51,93,10.2,18.6
50,93,10.0,18.6
49,93,9.8,18.6
48,93,9.6,18.6
47,93,9.4,18.6
47,94,9.4,18.8
46,94,9.2,18.8
45,94,9.0,18.8
44,94,8.8,18.8
43,94,8.6,18.8
42,94,8.4,18.8
42,95,8.4,19.0
41,95,8.2,19.0
40,95,8.0,19.0
39,95,7.8,19.0
38,95,7.6,19.0
37,95,7.4,19.0
36,95,7.2,19.0
36,96,7.2,19.2
35,96,7.0,19.2
34,96,6.8,19.2
33,96,6.6,19.2
32,96,6.4,19.2
31,96,6.2,19.2
31,97,6.2,19.4
30,97,6.0,19.4
29,97,5.8,19.4
28,97,5.6,19.4
27,97,5.4,19.4
26,97,5.2,19.4
25,97,5.0,19.4
24,97,4.8,19.4
23,97,4.6,19.4
22,97,4.4,19.4
21,97,4.2,19.4
20,97,4.0,19.4
19,97,3.8,19.4
18,97,3.6,19.4
17,97,3.4,19.4
16,97,3.2,19.4
15,97,3.0,19.4
14,97,2.8,19.4
13,97,2.6,19.4
12,97,2.4,19.4
13,98,2.6,19.6
14,98,2.8,19.6
15,98,3.0,19.6
16,98,3.2,19.6
17,98,3.4,19.6
18,98,3.6,19.6
19,98,3.8,19.6
20,98,4.0,19.6
21,98,4.2,19.6
22,98,4.4,19.6
23,98,4.6,19.6
24,98,4.8,19.6
25,98,5.0,19.6
26,98,5.2,19.6
27,98,5.4,19.6
28,98,5.6,19.6
29,98,5.8,19.6
30,98,6.0,19.6
31,98,6.2,19.6
32,98,6.4,19.6
32,97,6.4,19.4
33,97,6.6,19.4
34,97,6.8,19.4
35,97,7.0,19.4
36,97,7.2,19.4
37,97,7.4,19.4
37,96,7.4,19.2
38,96,7.6,19.2
39,96,7.8,19.2
40,96,8.0,19.2
41,96,8.2,19.2
42,96,8.4,19.2
43,96,8.6,19.2
43,95,8.6,19.0
44,95,8.8,19.0
45,95,9.0,19.0
46,95,9.2,19.0
47,95,9.4,19.0
48,95,9.6,19.0
48,94,9.6,18.8
49,94,9.8,18.8
50,94,10.0,18.8
51,94,10.2,18.8
52,94,10.4,18.8
53,94,10.6,18.8
53,93,10.6,18.6
54,93,10.8,18.6
55,93,11.0,18.6
56,93,11.2,18.6
57,93,11.4,18.6
58,93,11.6,18.6
58,92,11.6,18.4
59,92,11.8,18.4
60,92,12.0,18.4
61,92,12.2,18.4
62,92,12.4,18.4
63,92,12.6,18.4
63,91,12.6,18.2
64,91,12.8,18.2
65,91,13.0,18.2
66,91,13.2,18.2
67,91,13.4,18.2
68,91,13.6,18.2
68,90,13.6,18.0
69,90,13.8,18.0
70,90,14.0,18.0
71,90,14.2,18.0
72,90,14.4,18.0
73,90,14.6,18.0
73,89,14.6,17.8
74,89,14.8,17.8
75,89,15.0,17.8
76,89,15.2,17.8
77,89,15.4,17.8
78,89,15.6,17.8
78,88,15.6,17.6
79,88,15.8,17.6
80,88,16.0,17.6
81,88,16.2,17.6
82,88,16.4,17.6
83,88,16.6,17.6
83,87,16.6,17.4
84,87,16.8,17.4
85,87,17.0,17.4
86,87,17.2,17.4
87,87,17.4,17.4
88,87,17.6,17.4
88,86,17.6,17.2
89,86,17.8,17.2
90,86,18.0,17.2
91,86,18.2,17.2
92,86,18.4,17.2
93,86,18.6,17.2
93,85,18.6,17.0
94,85,18.8,17.0
95,85,19.0,17.0
96,85,19.2,17.0
97,85,19.4,17.0
98,85,19.6,17.0
98,84,19.6,16.8
99,84,19.8,16.8
100,84,20.0,16.8
101,84,20.2,16.8
102,84,20.4,16.8
103,84,20.6,16.8
103,83,20.6,16.6
104,83,20.8,16.6
105,83,21.0,16.6
106,83,21.2,16.6
107,83,21.4,16.6
108,83,21.6,16.6
108,82,21.6,16.4
109,82,21.8,16.4
110,82,22.0,16.4
111,82,22.2,16.4
112,82,22.4,16.4
113,82,22.6,16.4
113,81,22.6,16.2
114,81,22.8,16.2
115,81,23.0,16.2
116,81,23.2,16.2
117,81,23.4,16.2
118,81,23.6,16.2
118,80,23.6,16.0
119,80,23.8,16.0
120,80,24.0,16.0
121,80,24.2,16.0
122,80,24.4,16.0
123,80,24.6,16.0
123,79,24.6,15.8
124,79,24.8,15.8
125,79,25.0,15.8
126,79,25.2,15.8
127,79,25.4,15.8
128,79,25.6,15.8
128,78,25.6,15.6
129,78,25.8,15.6
130,78,26.0,15.6
131,78,26.2,15.6
132,78,26.4,15.6
133,78,26.6,15.6
133,77,26.6,15.4
134,77,26.8,15.4
135,77,27.0,15.4
136,77,27.2,15.4
137,77,27.4,15.4
138,77,27.6,15.4
138,76,27.6,15.2
138,78,27.6,15.6
137,78,27.4,15.6
136,78,27.2,15.6
135,78,27.0,15.6
134,78,26.8,15.6
134,79,26.8,15.8
133,79,26.6,15.8
132,79,26.4,15.8
131,79,26.2,15.8
130,79,26.0,15.8
129,79,25.8,15.8
129,80,25.8,16.0
128,80,25.6,16.0
127,80,25.4,16.0
126,80,25.2,16.0
125,80,25.0,16.0
124,80,24.8,16.0
124,81,24.8,16.2
123,81,24.6,16.2
122,81,24.4,16.2
121,81,24.2,16.2
120,81,24.0,16.2
119,81,23.8,16.2
119,82,23.8,16.4
118,82,23.6,16.4
117,82,23.4,16.4
116,82,23.2,16.4
115,82,23.0,16.4
114,82,22.8,16.4
114,83,22.8,16.6
113,83,22.6,16.6
112,83,22.4,16.6
111,83,22.2,16.6
110,83,22.0,16.6
109,83,21.8,16.6
109,84,21.8,16.8
108,84,21.6,16.8
107,84,21.4,16.8
106,84,21.2,16.8
105,84,21.0,16.8
104,84,20.8,16.8
104,85,20.8,17.0
103,85,20.6,17.0
102,85,20.4,17.0
101,85,20.2,17.0
100,85,20.0,17.0
99,85,19.8,17.0
99,86,19.8,17.2
98,86,19.6,17.2
97,86,19.4,17.2
96,86,19.2,17.2
95,86,19.0,17.2
94,86,18.8,17.2
94,87,18.8,17.4
93,87,18.6,17.4
92,87,18.4,17.4
91,87,18.2,17.4
90,87,18.0,17.4
89,87,17.8,17.4
89,88,17.8,17.6
88,88,17.6,17.6
87,88,17.4,17.6
86,88,17.2,17.6
85,88,17.0,17.6
84,88,16.8,17.6
84,89,16.8,17.8
83,89,16.6,17.8
82,89,16.4,17.8
81,89,16.2,17.8
80,89,16.0,17.8
79,89,15.8,17.8
79,90,15.8,18.0
78,90,15.6,18.0
77,90,15.4,18.0
76,90,15.2,18.0
75,90,15.0,18.0
74,90,14.8,18.0
74,91,14.8,18.2
73,91,14.6,18.2
72,91,14.4,18.2
71,91,14.2,18.2
70,91,14.0,18.2
69,91,13.8,18.2
69,92,13.8,18.4
68,92,13.6,18.4
67,92,13.4,18.4
66,92,13.2,18.4
65,92,13.0,18.4
64,92,12.8,18.4
64,93,12.8,18.6
63,93,12.6,18.6
62,93,12.4,18.6
61,93,12.2,18.6
60,93,12.0,18.6
59,93,11.8,18.6
59,94,11.8,18.8
58,94,11.6,18.8
57,94,11.4,18.8
56,94,11.2,18.8
55,94,11.0,18.8
54,94,10.8,18.8
54,95,10.8,19.0
53,95,10.6,19.0
52,95,10.4,19.0
51,95,10.2,19.0
50,95,10.0,19.0
49,95,9.8,19.0
49,96,9.8,19.2
48,96,9.6,19.2
47,96,9.4,19.2
46,96,9.2,19.2
45,96,9.0,19.2
44,96,8.8,19.2
44,97,8.8,19.4
43,97,8.6,19.4
42,97,8.4,19.4
41,97,8.2,19.4
40,97,8.0,19.4
39,97,7.8,19.4
38,97,7.6,19.4
38,98,7.6,19.6
37,98,7.4,19.6
36,98,7.2,19.6
35,98,7.0,19.6
34,98,6.8,19.6
33,98,6.6,19.6
33,99,6.6,19.8
32,99,6.4,19.8
31,99,6.2,19.8
30,99,6.0,19.8
29,99,5.8,19.8
28,99,5.6,19.8
27,99,5.4,19.8
26,99,5.2,19.8
25,99,5.0,19.8
24,99,4.8,19.8
23,99,4.6,19.8
22,99,4.4,19.8
21,99,4.2,19.8
20,99,4.0,19.8
19,99,3.8,19.8
18,99,3.6,19.8
17,99,3.4,19.8
16,99,3.2,19.8
15,99,3.0,19.8
14,99,2.8,19.8
13,99,2.6,19.8
13,100,2.6,20.0
14,100,2.8,20.0
15,100,3.0,20.0
16,100,3.2,20.0
17,100,3.4,20.0
18,100,3.6,20.0
19,100,3.8,20.0
20,100,4.0,20.0
21,100,4.2,20.0
22,100,4.4,20.0
23,100,4.6,20.0
24,100,4.8,20.0
25,100,5.0,20.0
26,100,5.2,20.0
27,100,5.4,20.0
28,100,5.6,20.0
29,100,5.8,20.0
30,100,6.0,20.0
31,100,6.2,20.0
32,100,6.4,20.0
33,100,6.6,20.0
34,100,6.8,20.0
34,99,6.8,19.8
35,99,7.0,19.8
36,99,7.2,19.8
37,99,7.4,19.8
38,99,7.6,19.8
39,99,7.8,19.8
39,98,7.8,19.6
40,98,8.0,19.6
41,98,8.2,19.6
42,98,8.4,19.6
43,98,8.6,19.6
44,98,8.8,19.6
45,98,9.0,19.6
45,97,9.0,19.4
46,97,9.2,19.4
47,97,9.4,19.4
48,97,9.6,19.4
49,97,9.8,19.4
50,97,10.0,19.4
50,96,10.0,19.2
51,96,10.2,19.2
52,96,10.4,19.2
53,96,10.6,19.2
54,96,10.8,19.2
55,96,11.0,19.2
55,95,11.0,19.0
56,95,11.2,19.0
57,95,11.4,19.0
58,95,11.6,19.0
59,95,11.8,19.0
60,95,12.0,19.0
60,94,12.0,18.8
61,94,12.2,18.8
62,94,12.4,18.8
63,94,12.6,18.8
64,94,12.8,18.8
65,94,13.0,18.8
65,93,13.0,18.6
66,93,13.2,18.6
67,93,13.4,18.6
68,93,13.6,18.6
69,93,13.8,18.6
70,93,14.0,18.6
70,92,14.0,18.4
71,92,14.2,18.4
72,92,14.4,18.4
73,92,14.6,18.4
74,92,14.8,18.4
75,92,15.0,18.4
75,91,15.0,18.2
76,91,15.2,18.2
77,91,15.4,18.2
78,91,15.6,18.2
79,91,15.8,18.2
80,91,16.0,18.2
80,90,16.0,18.0
81,90,16.2,18.0
82,90,16.4,18.0
83,90,16.6,18.0
84,90,16.8,18.0
85,90,17.0,18.0
85,89,17.0,17.8
86,89,17.2,17.8
87,89,17.4,17.8
88,89,17.6,17.8
89,89,17.8,17.8
90,89,18.0,17.8
90,88,18.0,17.6
91,88,18.2,17.6
92,88,18.4,17.6
93,88,18.6,17.6
94,88,18.8,17.6
95,88,19.0,17.6
95,87,19.0,17.4
96,87,19.2,17.4
97,87,19.4,17.4
98,87,19.6,17.4
99,87,19.8,17.4
100,87,20.0,17.4
100,86,20.0,17.2
101,86,20.2,17.2
102,86,20.4,17.2
103,86,20.6,17.2
104,86,20.8,17.2
105,86,21.0,17.2
105,85,21.0,17.0
106,85,21.2,17.0
107,85,21.4,17.0
108,85,21.6,17.0
109,85,21.8,17.0
110,85,22.0,17.0
110,84,22.0,16.8
111,84,22.2,16.8
112,84,22.4,16.8
113,84,22.6,16.8
114,84,22.8,16.8
115,84,23.0,16.8
115,83,23.0,16.6
116,83,23.2,16.6
117,83,23.4,16.6
118,83,23.6,16.6
119,83,23.8,16.6
120,83,24.0,16.6
120,82,24.0,16.4
121,82,24.2,16.4
122,82,24.4,16.4
123,82,24.6,16.4
124,82,24.8,16.4
125,82,25.0,16.4
125,81,25.0,16.2
126,81,25.2,16.2
127,81,25.4,16.2
128,81,25.6,16.2
129,81,25.8,16.2
130,81,26.0,16.2
130,80,26.0,16.0
131,80,26.2,16.0
132,80,26.4,16.0
133,80,26.6,16.0
134,80,26.8,16.0
135,80,27.0,16.0
135,79,27.0,15.8
136,79,27.2,15.8
137,79,27.4,15.8
138,79,27.6,15.8
138,80,27.6,16.0
137,80,27.4,16.0
136,80,27.2,16.0
136,81,27.2,16.2
135,81,27.0,16.2
134,81,26.8,16.2
133,81,26.6,16.2
132,81,26.4,16.2
131,81,26.2,16.2
131,82,26.2,16.4
130,82,26.0,16.4
129,82,25.8,16.4
128,82,25.6,16.4
127,82,25.4,16.4
126,82,25.2,16.4
126,83,25.2,16.6
125,83,25.0,16.6
124,83,24.8,16.6
123,83,24.6,16.6
122,83,24.4,16.6
121,83,24.2,16.6
121,84,24.2,16.8
120,84,24.0,16.8
119,84,23.8,16.8
118,84,23.6,16.8
117,84,23.4,16.8
116,84,23.2,16.8
116,85,23.2,17.0
115,85,23.0,17.0
114,85,22.8,17.0
113,85,22.6,17.0
112,85,22.4,17.0
111,85,22.2,17.0
111,86,22.2,17.2
110,86,22.0,17.2
109,86,21.8,17.2
108,86,21.6,17.2
107,86,21.4,17.2
106,86,21.2,17.2
106,87,21.2,17.4
105,87,21.0,17.4
104,87,20.8,17.4
103,87,20.6,17.4
102,87,20.4,17.4
101,87,20.2,17.4
101,88,20.2,17.6
100,88,20.0,17.6
99,88,19.8,17.6
98,88,19.6,17.6
97,88,19.4,17.6
96,88,19.2,17.6
96,89,19.2,17.8
95,89,19.0,17.8
94,89,18.8,17.8
93,89,18.6,17.8
92,89,18.4,17.8
91,89,18.2,17.8
91,90,18.2,18.0
90,90,18.0,18.0
89,90,17.8,18.0
88,90,17.6,18.0
87,90,17.4,18.0
86,90,17.2,18.0
86,91,17.2,18.2
85,91,17.0,18.2
84,91,16.8,18.2
83,91,16.6,18.2
82,91,16.4,18.2
81,91,16.2,18.2
81,92,16.2,18.4
80,92,16.0,18.4
79,92,15.8,18.4
78,92,15.6,18.4
77,92,15.4,18.4
76,92,15.2,18.4
76,93,15.2,18.6
75,93,15.0,18.6
74,93,14.8,18.6
73,93,14.6,18.6
72,93,14.4,18.6
71,93,14.2,18.6
71,94,14.2,18.8
70,94,14.0,18.8
69,94,13.8,18.8
68,94,13.6,18.8
67,94,13.4,18.8
66,94,13.2,18.8
66,95,13.2,19.0
65,95,13.0,19.0
64,95,12.8,19.0
63,95,12.6,19.0
62,95,12.4,19.0
61,95,12.2,19.0
61,96,12.2,19.2
60,96,12.0,19.2
59,96,11.8,19.2
58,96,11.6,19.2
57,96,11.4,19.2
56,96,11.2,19.2
56,97,11.2,19.4
55,97,11.0,19.4
54,97,10.8,19.4
53,97,10.6,19.4
52,97,10.4,19.4
51,97,10.2,19.4
51,98,10.2,19.6
50,98,10.0,19.6
49,98,9.8,19.6
48,98,9.6,19.6
47,98,9.4,19.6
46,98,9.2,19.6
46,99,9.2,19.8
45,99,9.0,19.8
44,99,8.8,19.8
43,99,8.6,19.8
42,99,8.4,19.8
41,99,8.2,19.8
40,99,8.0,19.8
40,100,8.0,20.0
39,100,7.8,20.0
38,100,7.6,20.0
37,100,7.4,20.0
36,100,7.2,20.0
35,100,7.0,20.0
35,101,7.0,20.2
34,101,6.8,20.2
33,101,6.6,20.2
32,101,6.4,20.2
31,101,6.2,20.2
30,101,6.0,20.2
29,101,5.8,20.2
28,101,5.6,20.2
27,101,5.4,20.2
26,101,5.2,20.2
25,101,5.0,20.2
24,101,4.8,20.2
23,101,4.6,20.2
22,101,4.4,20.2
21,101,4.2,20.2
20,101,4.0,20.2
19,101,3.8,20.2
18,101,3.6,20.2
17,101,3.4,20.2
16,101,3.2,20.2
15,101,3.0,20.2
14,101,2.8,20.2
14,102,2.8,20.4
15,102,3.0,20.4
16,102,3.2,20.4
17,102,3.4,20.4
18,102,3.6,20.4
19,102,3.8,20.4
20,102,4.0,20.4
21,102,4.2,20.4
22,102,4.4,20.4
23,102,4.6,20.4
24,102,4.8,20.4
25,102,5.0,20.4
26,102,5.2,20.4
27,102,5.4,20.4
28,102,5.6,20.4
29,102,5.8,20.4
30,102,6.0,20.4
31,102,6.2,20.4
32,102,6.4,20.4
33,102,6.6,20.4
34,102,6.8,20.4
35,102,7.0,20.4
36,102,7.2,20.4
36,101,7.2,20.2
37,101,7.4,20.2
38,101,7.6,20.2
39,101,7.8,20.2
40,101,8.0,20.2
41,101,8.2,20.2
41,100,8.2,20.0
42,100,8.4,20.0
43,100,8.6,20.0
44,100,8.8,20.0
45,100,9.0,20.0
46,100,9.2,20.0
47,100,9.4,20.0
47,99,9.4,19.8
48,99,9.6,19.8
49,99,9.8,19.8
50,99,10.0,19.8
51,99,10.2,19.8
52,99,10.4,19.8
52,98,10.4,19.6
53,98,10.6,19.6
54,98,10.8,19.6
55,98,11.0,19.6
56,98,11.2,19.6
57,98,11.4,19.6
57,97,11.4,19.4
58,97,11.6,19.4
59,97,11.8,19.4
60,97,12.0,19.4
61,97,12.2,19.4
62,97,12.4,19.4
62,96,12.4,19.2
63,96,12.6,19.2
64,96,12.8,19.2
65,96,13.0,19.2
66,96,13.2,19.2
67,96,13.4,19.2
67,95,13.4,19.0
68,95,13.6,19.0
69,95,13.8,19.0
70,95,14.0,19.0
71,95,14.2,19.0
72,95,14.4,19.0
72,94,14.4,18.8
73,94,14.6,18.8
74,94,14.8,18.8
75,94,15.0,18.8
76,94,15.2,18.8
77,94,15.4,18.8
77,93,15.4,18.6
78,93,15.6,18.6
79,93,15.8,18.6
80,93,16.0,18.6
81,93,16.2,18.6
82,93,16.4,18.6
82,92,16.4,18.4
83,92,16.6,18.4
84,92,16.8,18.4
85,92,17.0,18.4
86,92,17.2,18.4
87,92,17.4,18.4
87,91,17.4,18.2
88,91,17.6,18.2
89,91,17.8,18.2
90,91,18.0,18.2
91,91,18.2,18.2
92,91,18.4,18.2
92,90,18.4,18.0
93,90,18.6,18.0
94,90,18.8,18.0
95,90,19.0,18.0
96,90,19.2,18.0
97,90,19.4,18.0
97,89,19.4,17.8
98,89,19.6,17.8
99,89,19.8,17.8
100,89,20.0,17.8
101,89,20.2,17.8
102,89,20.4,17.8
102,88,20.4,17.6
103,88,20.6,17.6
104,88,20.8,17.6
105,88,21.0,17.6
106,88,21.2,17.6
107,88,21.4,17.6
107,87,21.4,17.4
108,87,21.6,17.4
109,87,21.8,17.4
110,87,22.0,17.4
111,87,22.2,17.4
112,87,22.4,17.4
112,86,22.4,17.2
113,86,22.6,17.2
114,86,22.8,17.2
115,86,23.0,17.2
116,86,23.2,17.2
117,86,23.4,17.2
117,85,23.4,17.0
118,85,23.6,17.0
119,85,23.8,17.0
120,85,24.0,17.0
121,85,24.2,17.0
122,85,24.4,17.0
122,84,24.4,16.8
123,84,24.6,16.8
124,84,24.8,16.8
125,84,25.0,16.8
126,84,25.2,16.8
127,84,25.4,16.8
127,83,25.4,16.6
128,83,25.6,16.6
129,83,25.8,16.6
130,83,26.0,16.6
131,83,26.2,16.6
132,83,26.4,16.6
132,82,26.4,16.4
133,82,26.6,16.4
134,82,26.8,16.4
135,82,27.0,16.4
136,82,27.2,16.4
137,82,27.4,16.4
137,81,27.4,16.2
138,81,27.6,16.2
138,82,27.6,16.4
138,83,27.6,16.6
137,83,27.4,16.6
136,83,27.2,16.6
135,83,27.0,16.6
134,83,26.8,16.6
133,83,26.6,16.6
133,84,26.6,16.8
132,84,26.4,16.8
131,84,26.2,16.8
130,84,26.0,16.8
129,84,25.8,16.8
128,84,25.6,16.8
128,85,25.6,17.0
127,85,25.4,17.0
126,85,25.2,17.0
125,85,25.0,17.0
124,85,24.8,17.0
123,85,24.6,17.0
123,86,24.6,17.2
122,86,24.4,17.2
121,86,24.2,17.2
120,86,24.0,17.2
119,86,23.8,17.2
118,86,23.6,17.2
118,87,23.6,17.4
117,87,23.4,17.4
116,87,23.2,17.4
115,87,23.0,17.4
114,87,22.8,17.4
113,87,22.6,17.4
113,88,22.6,17.6
112,88,22.4,17.6
111,88,22.2,17.6
110,88,22.0,17.6
109,88,21.8,17.6
108,88,21.6,17.6
108,89,21.6,17.8
107,89,21.4,17.8
106,89,21.2,17.8
105,89,21.0,17.8
104,89,20.8,17.8
103,89,20.6,17.8
103,90,20.6,18.0
102,90,20.4,18.0
101,90,20.2,18.0
100,90,20.0,18.0
99,90,19.8,18.0
98,90,19.6,18.0
98,91,19.6,18.2
97,91,19.4,18.2
96,91,19.2,18.2
95,91,19.0,18.2
94,91,18.8,18.2
93,91,18.6,18.2
93,92,18.6,18.4
92,92,18.4,18.4
91,92,18.2,18.4
90,92,18.0,18.4
89,92,17.8,18.4
88,92,17.6,18.4
88,93,17.6,18.6
87,93,17.4,18.6
86,93,17.2,18.6
85,93,17.0,18.6
84,93,16.8,18.6
83,93,16.6,18.6
83,94,16.6,18.8
82,94,16.4,18.8
81,94,16.2,18.8
80,94,16.0,18.8
79,94,15.8,18.8
78,94,15.6,18.8
78,95,15.6,19.0
77,95,15.4,19.0
76,95,15.2,19.0
75,95,15.0,19.0
74,95,14.8,19.0
73,95,14.6,19.0
73,96,14.6,19.2
72,96,14.4,19.2
71,96,14.2,19.2
70,96,14.0,19.2
69,96,13.8,19.2
68,96,13.6,19.2
68,97,13.6,19.4
67,97,13.4,19.4
66,97,13.2,19.4
